id;tags;category;region;county;address;longitude;latitude;nearby;datetime;light;weather;road_conditions;participants_count;participant_categories;severity;dead_count;injured_count
56122;Дорожно-транспортные происшествия;Наезд на стоящее ТС;Магаданская область;Магадан;г Магадан, ул Пролетарская, 130;150.8575;59.545;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-20 20:10:00;Сумерки;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;4;Все участники, Мотоциклисты;Легкий;0;1
56754;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1699км;152.2172;61.875;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-22 05:30:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Тяжёлый;0;1
57448;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;Магадан, Р-504 Колыма Якутск - Магадан, 2012км;150.917222;59.623056;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-23 10:30:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Легкий;0;2
57553;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;пгт Сокол, ул Королева, 7;150.435278;59.545556;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-23 14:00:00;Светлое время суток;Ясно;Не установлены;3;Все участники, Мотоциклисты;Тяжёлый;0;2
58292;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Магадан;Магадан, МАГАДАН-БАЛАГАННОЕ-ТАЛОН, 17км;150.645278;59.669167;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-24 20:00:00;Светлое время суток;Ясно;Не установлены;5;Все участники;С погибшими;2;3
59293;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;Магадан, Р-504 Колыма Якутск - Магадан, 1985км;150.521667;59.535278;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-26 17:35:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Легкий;0;1
59766;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Речная, 10;150.798889;59.575556;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-27 15:55:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Мотоциклисты;Легкий;0;1
60033;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Сусуманский район;Сусуманский район, Р-504 Колыма Якутск - Магадан, 1400км;148.168333;62.796667;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-28 05:00:00;Светлое время суток;Ясно;Не установлены;3;Все участники;Легкий;0;3
61178;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Хасынский район;п Палатка, ул Центральная, 34;150.951667;60.109444;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-30 06:00:00;Светлое время суток;Ясно;Не установлены;2;Все участники;С погибшими;1;1
61557;Дорожно-транспортные происшествия;Наезд на велосипедиста;Магаданская область;Магадан;г Магадан, ул Берзина, 11;150.810278;59.576944;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-05-30 19:10:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Велосипедисты, Все участники;Легкий;0;1
62426;Дорожно-транспортные происшествия;Наезд на стоящее ТС;Магаданская область;Среднекамский район;Среднеканский район, ООО ПРИСТАНЬ СЕЙМЧАН - С. КОЛЫМСКОЕ, 0км;152.416667;62.889167;Гаражные постройки (гаражный кооператив, товарищество либо иное место концентрированного размещения гаражей), Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-01 01:10:00;Сумерки;Ясно;Не установлены;2;Все участники;Легкий;0;1
62627;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ш Колымское, 11;150.781667;59.575;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-01 13:00:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
63267;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;Магадан, Р-504 Колыма Якутск - Магадан, 2008км;150.925556;59.676944;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-02 17:55:00;Светлое время суток;Ясно;Не установлены;5;Все участники;Легкий;0;3
64343;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ш Колымское, 14;150.819167;59.575556;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-04 19:05:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Тяжёлый;0;1
65191;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;;150.725556;59.565278;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-06 06:20:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;4;Все участники;Тяжёлый;0;3
66128;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Парковая, 9-12;150.811389;59.562778;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-07 20:30:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Мотоциклисты;Легкий;0;1
66144;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;пгт Сокол, ул Лесная, 20-1;150.435278;59.545833;Нерегулируемый перекрёсток равнозначных улиц (дорог), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый перекрёсток;2015-06-07 21:00:00;Светлое время суток;Пасмурно;Не установлены;2;Все участники, Мотоциклисты;Легкий;0;1
66215;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ольский район;Ольский район, СОЛНЕЧНЫЙ-ОЛА, 25км;151.239167;59.577778;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-07 23:40:00;В темное время суток, освещение отсутствует;Ясно;Не установлены;2;Все участники;Тяжёлый;0;2
66425;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Речная, 12;150.798056;59.580278;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-08 12:30:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Легкий;0;1
68064;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Нагаевская, 40;150.793611;59.558056;Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-11 15:39:00;Светлое время суток;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Легкий;0;1
68732;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ольский район;;148.677778;50.763889;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-12 17:00:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Легкий;0;1
69076;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;Магадан, Р-504 Колыма Якутск - Магадан, 2013км;150.922778;59.631944;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-13 03:10:00;Светлое время суток;Пасмурно;Не установлены;1;Все участники;Легкий;0;1
69511;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Омсуканский район;п Омсукчан, ул Строителей, 23;155.755833;62.518889;Иное место, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Школа либо иная детская (в т.ч. дошкольная) организация;2015-06-13 20:20:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Легкий;0;1
71064;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, пр-кт Ленина, 3;150.810278;59.566667;Многоквартирные жилые дома, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-16 16:20:00;Светлое время суток;Пасмурно;Не установлены;2;Все участники, Пешеходы;Тяжёлый;0;1
71133;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Гагарина, 20;150.806389;59.556389;Административные здания, Объект (здание, сооружение) религиозного культа, Регулируемый перекресток, Регулируемый пешеходный переход;2015-06-16 18:00:00;Светлое время суток;Пасмурно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
73561;Дорожно-транспортные происшествия;Наезд на стоящее ТС;Магаданская область;Магадан;г Магадан, ул Портовая, 23-5;150.786944;59.564167;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-21 00:05:00;В темное время суток, освещение включено;Пасмурно;Не установлены;4;Все участники;Легкий;0;3
74580;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Набережная реки Магаданки, 12Б;150.82;59.564167;Выезд с прилегающей территории, Объект (здание, сооружение) религиозного культа, Остановка общественного транспорта, Регулируемый пешеходный переход;2015-06-22 19:30:00;Светлое время суток;Ясно;Не установлены;3;Все участники;Легкий;0;1
75137;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, пр-кт Карла Маркса, 62б;150.813056;59.5575;Внутридворовая территория, Иное место, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Школа либо иная детская (в т.ч. дошкольная) организация;2015-06-23 19:41:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Мотоциклисты, Пешеходы;Легкий;0;1
76003;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1967км;150.695;59.992778;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-25 12:20:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Легкий;0;1
76223;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Среднекамский район;Среднеканский район, СЕЙМЧАН-ЛАРЮКОВОЕ, 6км;152.244722;62.526389;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-25 20:00:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;5;Все участники;Тяжёлый;0;2
76287;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Берзина, 1;150.815278;59.575;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-25 22:30:00;Сумерки;Пасмурно;Не установлены;2;Велосипедисты, Все участники;Легкий;0;1
76567;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Гагарина, 6;150.800833;59.558889;Многоквартирные жилые дома, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-26 13:55:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Тяжёлый;0;1
77029;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Сусуманский район;Сусуманский район, Р-504 Колыма Якутск - Магадан, 1391км;148.158056;62.781667;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-27 05:40:00;Светлое время суток;Ясно;Не установлены;2;Все участники;Тяжёлый;0;1
77280;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, пр-кт Ленина, 11;150.806389;59.565556;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-27 16:25:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
77414;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;Магадан, Р-504 Колыма Якутск - Магадан, 2019км;150.859167;59.596389;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-27 20:00:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Тяжёлый;0;1
77660;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;г Магадан, ул Марчеканская, 31;150.795556;59.539167;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-28 05:00:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Легкий;0;1
78019;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Гагарина, 9;150.805278;59.556667;Автостоянка (отделенная от проезжей части), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Пешеходная зона;2015-06-28 19:35:00;Сумерки;Ясно;Не установлены;2;Все участники, Пешеходы;Тяжёлый;0;1
79009;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Хасынский район;Хасынский район, ПАЛАТКА-КУЛУ-НЕКСИКАН, 38км;150.965278;60.343333;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-30 16:15:00;Светлое время суток;Ясно;Не установлены;2;Все участники;Легкий;0;1
79127;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Билибина, 14;150.791944;59.395556;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-06-30 19:20:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
79221;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, пр-кт Карла Маркса, 62-1;150.816389;59.556944;Объект (здание, сооружение) религиозного культа, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый пешеходный переход;2015-06-30 23:45:00;В темное время суток, освещение включено;Ясно;Не установлены;2;Все участники, Пешеходы;Тяжёлый;0;1
80496;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, пер Школьный, 1;150.800556;59.565;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-03 12:50:00;Светлое время суток;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Пешеходы;Легкий;0;1
80514;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;;150.822778;59.58;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-03 13:20:00;Светлое время суток;Пасмурно;Не установлены;2;Все участники;Легкий;0;1
80564;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1728км;152.266944;61.609722;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-03 15:00:00;Светлое время суток;Ясно;Не установлены;4;Все участники;С погибшими;3;0
80898;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ольский район;Ольский район, ОЛА-ГАДЛЯ, 0км;151.304444;59.5925;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-04 04:55:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;4;Все участники;С погибшими;1;3
81338;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, МАГАДАН-БАЛАГАННОЕ-ТАЛОН, 11км;150.774167;59.646667;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-04 21:00:00;В темное время суток, освещение не включено;Пасмурно;Не установлены;1;Все участники;С погибшими;1;0
81571;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Сусуманский район;Сусуманский район, Р-504 Колыма Якутск - Магадан, 1361км;147.188889;63.045;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-05 06:00:00;Светлое время суток;Ясно;Не установлены;2;Все участники;Тяжёлый;0;2
83058;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1682км;152.171389;61.943056;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-08 06:20:00;Светлое время суток;Ясно;Не установлены;5;Все участники;С погибшими;1;3
83651;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ольский район;Ольский район, МАГАДАН-БАЛАГАННОЕ-ТАЛОН, 86км;149.560833;59.760556;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-09 11:00:00;Светлое время суток;Пасмурно;Не установлены;2;Все участники;Тяжёлый;0;1
84720;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Омсуканский район;п Омсукчан, ул Ленина, 29;155.777778;62.515278;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-11 06:50:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Тяжёлый;0;3
85131;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;г Магадан, ул Речная, 57;150.790556;59.588889;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-11 20:20:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Легкий;0;1
85391;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Магадан;г Магадан, ш Магаданское, 26;150.8475;59.560833;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-12 07:52:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;1;Все участники;Легкий;0;1
85545;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Коммуны, 8-12;150.793889;59.561667;Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-12 15:00:00;Светлое время суток;Ясно;Не установлены;2;Все участники;Легкий;0;1
85626;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Ягоднинский район;п Оротукан, ул Набережная, 12;151.666667;62.25;Гаражные постройки (гаражный кооператив, товарищество либо иное место концентрированного размещения гаражей), Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-12 17:20:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Мотоциклисты;Тяжёлый;0;1
86553;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1733км;152.181111;61.421111;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-14 14:30:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Мотоциклисты;С погибшими;1;0
87267;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Магадан;г Магадан, ул Приморская, 7-2;150.779167;59.558889;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-15 21:10:00;Светлое время суток;Ясно;Отсутствие дорожных знаков в необходимых местах, Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Тяжёлый;0;3
87764;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Полярная, 1;150.788333;59.564167;Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-16 18:25:00;Светлое время суток;Ясно;Не установлены;4;Все участники;Тяжёлый;0;3
87878;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;Магадан, Р-504 Колыма Якутск - Магадан, 2014км;150.921389;59.63;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-16 21:50:00;В темное время суток, освещение не включено;Ясно;Не установлены;2;Все участники;Легкий;0;2
90132;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, пер Библиотечный, 10;150.824722;59.583889;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-20 17:50:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;6;Все участники;Легкий;0;6
90214;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ш Марчеканское, 38а-2;150.791667;59.546944;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-20 20:30:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
90354;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Тенькинский район;Тенькинский район, ПАЛАТКА-КУЛУ-НЕКСИКАН, 183км;149.608056;61.144444;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-21 05:20:00;Сумерки;Пасмурно;Не установлены;2;Все участники;С погибшими;1;1
91821;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ольский район;Ольский район, КОЛЧАКОВСКИЮ КЛЮЧ-КЛЕПКА, 32км;151.479444;59.755556;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-23 19:00:00;Сумерки;Ясно;Не установлены;1;Все участники;Тяжёлый;0;1
92495;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Портовая, 23-24;150.785278;59.564167;Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-24 22:50:00;В темное время суток, освещение включено;Пасмурно;Не установлены;3;Все участники, Мотоциклисты;Тяжёлый;0;2
93081;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ш Колымское, 4;150.81;59.57;Мост, Нерегулируемое пересечение с круговым движением, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-25 21:45:00;В темное время суток, освещение включено;Дождь;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
93193;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;г Магадан, ул Пионерская, 6;150.85;59.716667;Иное место, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Школа либо иная детская (в т.ч. дошкольная) организация;2015-07-26 00:40:00;В темное время суток, освещение включено;Дождь;Не установлены;2;Все участники;Легкий;0;1
93316;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Магадан;г Магадан, ул Якутская, 51;150.808889;59.5575;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2015-07-26 08:45:00;Светлое время суток;Пасмурно;Не установлены;1;Все участники;Легкий;0;1
93350;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Парковая, 15;150.809167;59.561389;Административные здания, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый перекресток;2015-07-26 10:50:00;Светлое время суток;Пасмурно;Не установлены;3;Все участники;Легкий;0;1
