id;tags;category;region;county;address;longitude;latitude;nearby;datetime;light;weather;road_conditions;participants_count;participant_categories;severity;dead_count;injured_count
197360;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, ул Набережная реки Магаданки, 9;150.81205;59.56804;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-02-15 19:45:00;В темное время суток, освещение включено;Ясно;Недостатки зимнего содержания;1;Все участники;Легкий;0;1
197514;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Сусуманский район;Сусуманский район, Р-504 Колыма Якутск - Магадан, 1329км;147.1889;63.0444;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-02-16 11:48:00;Светлое время суток;Пасмурно, Снегопад;Не установлены;2;Все участники;С погибшими;2;0
198618;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Горького, 9;150.8107;59.5636;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-02-19 15:20:00;Светлое время суток;Ясно;Недостатки зимнего содержания;2;Все участники, Пешеходы;Тяжёлый;0;1
201088;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Арманская, 22;150.784975;59.626757;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-02-26 17:55:00;В темное время суток, освещение включено;Ясно;Не установлены;3;Все участники, Общ. транспорт;Легкий;0;1
202712;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Транспортная, 6;150.7994;59.5715;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-02 17:42:00;Светлое время суток;Ясно;Не установлены;3;Все участники, Пешеходы;Легкий;0;1
202941;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Потапова, 14;150.796719;59.555707;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-03 15:55:00;Светлое время суток;Ясно;Недостатки зимнего содержания;2;Все участники, Пешеходы;Тяжёлый;0;1
203784;Дорожно-транспортные происшествия;Наезд на стоящее ТС;Магаданская область;Магадан;г Магадан, ул Пролетарская, 96;150.8356;59.5503;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-05 23:22:00;В темное время суток, освещение включено;Ясно;Недостатки зимнего содержания;4;Все участники;Легкий;0;3
204256;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, ул Первомайская, 50;150.9072;59.5209;Иное место, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Школа либо иная детская (в т.ч. дошкольная) организация;2016-03-07 16:00:00;Светлое время суток;Ясно;Не установлены;3;Все участники;Тяжёлый;0;2
204455;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Тенькинский район;Тенькинский район, ПАЛАТКА-КУЛУ-НЕКСИКАН, 83км;150.8517;60.1017;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-08 10:00:00;Светлое время суток;Пасмурно;Не установлены;1;Все участники;Тяжёлый;0;1
205827;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;г Магадан, пр-кт Карла Маркса, 54;150.81142;59.560326;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-12 17:20:00;Светлое время суток;Ясно;Не установлены;1;Все участники;Легкий;0;1
205923;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Ольский район;;151.4958;59.9525;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-12 22:30:00;В темное время суток, освещение отсутствует;Ясно;Отсутствие освещения;2;Все участники, Пешеходы;Тяжёлый;0;1
205988;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Речная, 24;150.79482;59.583881;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-13 07:10:00;Светлое время суток;Ясно;Не установлены;3;Все участники, Общ. транспорт;Тяжёлый;0;2
206769;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Дзержинского, 24;150.7994;59.5657;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-15 18:30:00;В темное время суток, освещение включено;Пасмурно;Не установлены;2;Все участники, Пешеходы;Тяжёлый;0;1
207150;Дорожно-транспортные происшествия;Наезд на стоящее ТС;Магаданская область;Магадан;г Магадан, ул Пролетарская, 79-1;150.8436;59.5498;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-16 21:18:00;В темное время суток, освещение включено;Пасмурно, Ураганный ветер;Не установлены;1;Все участники;Легкий;0;1
207700;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1860км;151.396;60.346;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-18 15:10:00;Светлое время суток;Пасмурно;Недостатки зимнего содержания;3;Все участники;Тяжёлый;0;1
207935;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;г Магадан, ул Пролетарская, 112;150.8544;59.5465;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-19 04:30:00;В темное время суток, освещение включено;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Тяжёлый;0;1
208670;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, Р-504 Колыма Якутск - Магадан, 2019км;150.8935;59.6058;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-21 08:40:00;Светлое время суток;Снегопад;Недостатки зимнего содержания;3;Все участники, Общ. транспорт;Легкий;0;2
208824;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, МАГАДАН-БАЛАГАННОЕ-ТАЛОН, 6км;150.784;59.6143;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-21 17:00:00;Светлое время суток;Снегопад;Недостатки зимнего содержания;3;Все участники;Легкий;0;2
208865;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Пролетарская, 96;150.8428;59.5502;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-21 19:00:00;В темное время суток, освещение включено;Снегопад;Недостатки зимнего содержания;2;Все участники, Пешеходы;Легкий;0;1
208970;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1941км;150.564675;60.62694;Иное место, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Школа либо иная детская (в т.ч. дошкольная) организация;2016-03-22 04:55:00;В темное время суток, освещение включено;Пасмурно;Не установлены;2;Все участники;Тяжёлый;0;2
209236;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Портовая, 23-24;150.7861;59.5648;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-22 19:50:00;В темное время суток, освещение включено;Ясно;Недостатки зимнего содержания;2;Все участники, Пешеходы;Легкий;0;1
210498;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, км Основная трасса 2, 0;150.81059;59.56996;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-26 15:10:00;Светлое время суток;Ясно;Недостатки зимнего содержания, Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники, Пешеходы;С погибшими;1;1
210501;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Пролетарская, 201;150.8658;59.5451;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-03-26 15:25:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
212611;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Гагарина, 21-1;150.808799;59.555005;Объект (здание, сооружение) религиозного культа, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый пешеходный переход;2016-04-01 22:10:00;В темное время суток, освещение включено;Снегопад;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Легкий;0;1
212636;Дорожно-транспортные происшествия;Наезд на стоящее ТС;Магаданская область;Магадан;г Магадан, ул Гагарина, 28в;150.8104;59.5541;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-02 00:30:00;В темное время суток, освещение включено;Пасмурно;Не установлены;3;Все участники;Легкий;0;1
212680;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;г Магадан, ул Парковая, 12;150.8099;59.5617;Административные здания, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый перекресток;2016-04-02 06:40:00;Светлое время суток;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;1;Все участники;Тяжёлый;0;1
213016;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Берзина, 25;150.8125;59.581;Зоны отдыха, Остановка маршрутного такси, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-03 03:40:00;В темное время суток, освещение включено;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Пешеходы;Легкий;0;1
214153;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Болдырева, 6;150.8146;59.5547;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-06 19:45:00;В темное время суток, освещение включено;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Легкий;0;1
214982;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Пушкина, 9;150.8024;59.5678;Административные здания, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый перекресток;2016-04-09 07:45:00;Светлое время суток;Ясно;Не установлены;3;Все участники;Легкий;0;1
216982;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Транспортная, 1;150.8145;59.5742;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-14 13:50:00;Светлое время суток;Снегопад;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Пешеходы;Легкий;0;1
217952;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Речная, 57;150.7905;59.5891;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-16 20:25:00;В темное время суток, освещение включено;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники, Пешеходы;С погибшими;1;0
218982;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Пролетарская, 43;150.8197;59.5608;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-19 11:50:00;Светлое время суток;Ясно;Не установлены;3;Все участники;Легкий;0;1
219616;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Ольский район;пгт Ола, ул Каширина, 6;151.2953;59.5806;Гаражные постройки (гаражный кооператив, товарищество либо иное место концентрированного размещения гаражей), Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Тротуар, пешеходная дорожка;2016-04-21 02:27:00;В темное время суток, освещение включено;Ясно;Не установлены;4;Все участники;С погибшими;1;1
220675;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, Р-504 Колыма Якутск - Магадан, 1980км;150.8136;59.9095;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-23 19:30:00;В темное время суток, освещение отсутствует;Ясно;Не установлены;2;Все участники;Легкий;0;2
221195;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Портовая, 36-10;150.7788;59.5644;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-24 23:15:00;В темное время суток, освещение включено;Ясно;Не установлены;3;Все участники;Легкий;0;1
221570;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, ул Коммуны, 17;150.7933;59.5601;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-26 02:22:00;В темное время суток, освещение включено;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;3;Все участники;Легкий;0;2
222334;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, ул Полярная, 21;150.7938;59.5616;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-28 04:55:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;1;Все участники;Легкий;0;1
222362;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Транспортная, 3;150.799;59.5715;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-04-28 08:05:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Легкий;0;1
225726;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Коммуны, 10;150.8029;59.5642;Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход;2016-05-06 09:19:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Пешеходы;Легкий;0;1
226663;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Ольский район;Ольский район, МАГАДАН-БАЛАГАННОЕ-ТАЛОН, 32км;150.4561;59.6769;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-08 11:00:00;Светлое время суток;Ясно;Не установлены;2;Все участники;Тяжёлый;0;1
227002;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Берзина, 27;150.807701;59.58093;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-09 02:10:00;В темное время суток, освещение включено;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
227094;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Кольцевая, 52;150.8093;59.5501;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-09 12:40:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
227886;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Ольский район;с Тауйск, ул Приморская, 4;149.315069;59.719713;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-10 23:00:00;В темное время суток, освещение включено;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
228279;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, пр-кт Карла Маркса, 11;150.795471;59.569662;Нерегулируемый перекрёсток равнозначных улиц (дорог), Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый перекрёсток;2016-05-11 22:15:00;В темное время суток, освещение включено;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Легкий;0;1
228315;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, ул Пролетарская, 81;150.842657;59.548628;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-12 03:00:00;В темное время суток, освещение включено;Пасмурно;Не установлены;2;Все участники;Легкий;0;2
230018;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, Р-504 Колыма Якутск - Магадан, 1992км;150.9255;59.821158;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-15 23:00:00;В темное время суток, освещение отсутствует;Пасмурно;Не установлены;3;Все участники;Тяжёлый;0;2
230292;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Пролетарская, 96;150.8355;59.5509;Многоквартирные жилые дома, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-16 16:16:00;Светлое время суток;Пасмурно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Пешеходы;Тяжёлый;0;1
232571;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Марчеканская, 17;150.7923;59.541;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-21 21:00:00;В темное время суток, освещение включено;Дождь;Не установлены;4;Все участники;Тяжёлый;0;2
232742;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, Р-504 Колыма Якутск - Магадан, 1977км;150.9215;59.6476;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-22 05:30:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
232936;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Пушкина, 16;150.7986;59.5703;Административные здания, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Регулируемый перекресток;2016-05-22 17:00:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Легкий;0;1
233059;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Пролетарская, 18;150.8118;59.5447;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-22 21:00:00;Светлое время суток;Ясно;Дефекты покрытия, Неровное покрытие;3;Все участники, Пешеходы;Легкий;0;2
233757;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, пр-кт Ленина, 1;150.8118;59.5684;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-24 14:00:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники, Мотоциклисты;Легкий;0;1
233963;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Гагарина, 21а;150.8112;59.5561;Внутридворовая территория, Одиночный торговый объект, являющийся местом притяжения транспорта и (или) пешеходов, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-24 22:00:00;В темное время суток, освещение включено;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
234446;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, Р-504 Колыма Якутск - Магадан, 1975км;150.9336;59.6373;Жилые дома индивидуальной застройки, Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-25 23:50:00;В темное время суток, освещение отсутствует;Ясно;Неисправное освещение;4;Все участники;Легкий;0;1
235041;Дорожно-транспортные происшествия;Съезд с дороги;Магаданская область;Магадан;г Магадан, ул Первомайская, 31;150.8959;59.5291;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-27 11:00:00;Светлое время суток;Ясно;Не установлены;2;Все участники;Тяжёлый;0;1
236863;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ягоднинский район;Ягоднинский район, Р-504 Колыма Якутск - Магадан, 1602км;150.7503;62.3331;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-30 22:00:00;В темное время суток, освещение отсутствует;Пасмурно;Не установлены;4;Все участники;Легкий;0;3
237113;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Магадан;г Магадан, ул Дзержинского, 2;150.8036;59.5691;Выезд с прилегающей территории, Остановка общественного транспорта, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-31 15:05:00;Светлое время суток;Ясно;Отсутствие, плохая различимость горизонтальной разметки проезжей части;2;Все участники;Легкий;0;1
237281;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Ольский район;пгт Ола, ул Кооперативная, 24б;151.3078;59.5803;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-05-31 20:30:00;Светлое время суток;Ясно;Не установлены;1;Все участники, Мотоциклисты;Тяжёлый;0;1
237400;Дорожно-транспортные происшествия;Опрокидывание;Магаданская область;Сусуманский район;Сусуманский район, Р-504 Колыма Якутск - Магадан, 1248км;147.1889;63.0444;Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-06-01 08:30:00;Светлое время суток;Ясно;Не установлены;9;Все участники, Общ. транспорт;Тяжёлый;0;9
237496;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ул Горького, 4;150.806907;59.565317;Жилые дома индивидуальной застройки, Нерегулируемый перекрёсток, Нерегулируемый перекрёсток неравнозначных улиц (дорог), Нерегулируемый пешеходный переход;2016-06-01 12:25:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
237979;Дорожно-транспортные происшествия;Столкновение;Магаданская область;Хасынский район;Хасынский район, Р-504 Колыма Якутск - Магадан, 1847км;151.7614;60.745;Иное место, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Школа либо иная детская (в т.ч. дошкольная) организация;2016-06-02 15:00:00;Светлое время суток;Ясно;Не установлены;7;Все участники;С погибшими;1;5
238670;Дорожно-транспортные происшествия;Наезд на пешехода;Магаданская область;Магадан;г Магадан, ш Колымское, 14;150.8217;59.5774;Иное место, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП), Школа либо иная детская (в т.ч. дошкольная) организация;2016-06-04 00:03:00;В темное время суток, освещение включено;Ясно;Не установлены;2;Все участники, Пешеходы;Легкий;0;1
239065;Дорожно-транспортные происшествия;Наезд на препятствие;Магаданская область;Магадан;пгт Сокол, ул Королева, 29;150.7501;59.9179;Гаражные постройки (гаражный кооператив, товарищество либо иное место концентрированного размещения гаражей), Нерегулируемый пешеходный переход, Отсутствие в непосредственной близости объектов УДС и объектов притяжения, Перегон (нет объектов на месте ДТП);2016-06-04 18:40:00;Светлое время суток;Ясно;Не установлены;2;Все участники, Мотоциклисты;Тяжёлый;0;1
